"Time","power 3devo-recycling-station","power olsk-large-laser-1","power prusa-mini-1","power prusa-mini-2","power prusa-mk4-1","power prusa-mk4-2","power prusa-mk4-3","power prusa-xl-1"
2024-11-24 16:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 16:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-24 17:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 07:46:00,,0 W,,,,,,
2024-11-25 07:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 07:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 08:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 09:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 10:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 11:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 12:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 13:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 14:01:00,0 W,0 W,0 W,0 W,0 W,0 W,133 W,0 W
2024-11-25 14:06:00,0 W,0 W,0 W,0 W,0 W,0 W,86.1 W,0 W
2024-11-25 14:11:00,0 W,0 W,0 W,0 W,0 W,0 W,77.1 W,0 W
2024-11-25 14:16:00,0 W,0 W,0 W,0 W,0 W,0 W,112 W,0 W
2024-11-25 14:21:00,0 W,0 W,0 W,0 W,0 W,0 W,115 W,0 W
2024-11-25 14:26:00,0 W,0 W,0 W,0 W,0 W,0 W,115 W,0 W
2024-11-25 14:31:00,0 W,0 W,0 W,0 W,0 W,0 W,112 W,0 W
2024-11-25 14:36:00,0 W,0 W,0 W,0 W,0 W,0 W,111 W,0 W
2024-11-25 14:41:00,0 W,0 W,0 W,0 W,0 W,0 W,110 W,0 W
2024-11-25 14:46:00,0 W,0 W,0 W,0 W,0 W,0 W,109 W,0 W
2024-11-25 14:51:00,0 W,0 W,0 W,0 W,0 W,0 W,108 W,0 W
2024-11-25 14:56:00,0 W,0 W,0 W,0 W,0 W,0 W,109 W,0 W
2024-11-25 15:01:00,0 W,0 W,0 W,0 W,0 W,0 W,109 W,0 W
2024-11-25 15:06:00,0 W,0 W,0 W,0 W,0 W,0 W,109 W,0 W
2024-11-25 15:11:00,0 W,0 W,0 W,0 W,0 W,0 W,108 W,0 W
2024-11-25 15:16:00,0 W,0 W,0 W,0 W,0 W,0 W,99.7 W,0 W
2024-11-25 15:21:00,0 W,0 W,0 W,0 W,0 W,0 W,116 W,0 W
2024-11-25 15:26:00,0 W,0 W,0 W,0 W,0 W,0 W,107 W,0 W
2024-11-25 15:31:00,0 W,0 W,0 W,0 W,0 W,0 W,101 W,0 W
2024-11-25 15:36:00,0 W,0 W,0 W,0 W,0 W,0 W,113 W,0 W
2024-11-25 15:41:00,0 W,0 W,0 W,0 W,0 W,0 W,104 W,0 W
2024-11-25 15:46:00,0 W,0 W,0 W,0 W,0 W,0 W,103 W,0 W
2024-11-25 15:51:00,0 W,0 W,0 W,0 W,0 W,0 W,100 W,0 W
2024-11-25 15:56:00,0 W,0 W,0 W,0 W,0 W,0 W,14.9 W,0 W
2024-11-25 16:01:00,0 W,0 W,0 W,0 W,0 W,0 W,13.4 W,0 W
2024-11-25 16:06:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:11:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:16:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:21:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:26:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:31:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:36:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:41:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:46:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 16:51:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 17:21:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 17:26:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 17:31:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 17:36:00,0 W,0 W,0 W,0 W,0 W,0 W,13.3 W,0 W
2024-11-25 17:41:00,0 W,0 W,0 W,0 W,0 W,0 W,4.43 W,0 W
2024-11-25 17:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 17:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 17:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 18:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 19:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 20:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-25 21:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 06:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 07:01:00,,,0 W,0 W,0 W,,,
2024-11-26 07:06:00,0 W,,,,,0 W,0 W,0 W
2024-11-26 07:11:00,,0 W,,,,,,
2024-11-26 08:31:00,0 W,,0 W,0 W,,0 W,0 W,0 W
2024-11-26 08:46:00,,,,0 W,0 W,,,
2024-11-26 08:51:00,0 W,,0 W,,,0 W,,0 W
2024-11-26 08:56:00,,,,,,,0 W,
2024-11-26 09:36:00,,,,0 W,,,,
2024-11-26 09:51:00,,,0 W,,,,,
2024-11-26 10:21:00,,,,,,,,0 W
2024-11-26 10:26:00,,,,16.5 W,,,55.9 W,
2024-11-26 10:31:00,,,,,,,13.1 W,
2024-11-26 10:36:00,,,,,0 W,,,
2024-11-26 10:41:00,,,,2.60 W,,,,
2024-11-26 10:56:00,3.32 W,,,,,,0 W,
2024-11-26 11:01:00,2 W,,,,,,,
2024-11-26 11:06:00,0 W,,,,,,,
2024-11-26 11:56:00,,,,,,,7.93 W,
2024-11-26 12:11:00,,,,,,,241 W,
2024-11-26 12:16:00,,,,,,,96.9 W,
2024-11-26 12:21:00,,,,,,,126 W,
2024-11-26 12:26:00,169 W,,,,,,114 W,
2024-11-26 12:31:00,322 W,,,,,,13.9 W,
2024-11-26 12:36:00,302 W,,,,,,,
2024-11-26 12:41:00,310 W,,,,,0 W,,
2024-11-26 12:46:00,246 W,,,,,,,
2024-11-26 12:51:00,320 W,,,,,,,
2024-11-26 12:56:00,313 W,,,,,,,
2024-11-26 13:01:00,299 W,0 W,0 W,2.60 W,0 W,0 W,13.6 W,0 W
2024-11-26 13:06:00,271 W,0 W,0 W,2.74 W,0 W,30.7 W,13.6 W,0 W
2024-11-26 13:11:00,200 W,0 W,0 W,2.72 W,0 W,103 W,13.6 W,0 W
2024-11-26 13:16:00,1.56 W,0 W,0 W,2.78 W,0 W,112 W,13.6 W,0 W
2024-11-26 13:21:00,284 W,0 W,0 W,2.74 W,0 W,115 W,13.7 W,0 W
2024-11-26 13:26:00,235 W,0 W,0 W,2.68 W,0 W,113 W,13.6 W,0 W
2024-11-26 13:31:00,0 W,0 W,0 W,2.72 W,0 W,110 W,13.6 W,0 W
2024-11-26 13:36:00,0 W,0 W,0 W,2.64 W,0 W,112 W,13.6 W,0 W
2024-11-26 13:41:00,0 W,0 W,0 W,2.80 W,0 W,115 W,13.6 W,0 W
2024-11-26 13:46:00,0 W,0 W,0 W,2.66 W,0 W,89.6 W,13.6 W,0 W
2024-11-26 13:51:00,0 W,0 W,0 W,2.82 W,0 W,13.7 W,13.6 W,0 W
2024-11-26 13:56:00,0 W,0 W,0 W,2.76 W,0 W,13.4 W,13.6 W,0 W
2024-11-26 14:01:00,0 W,0 W,0 W,2.68 W,0 W,13.4 W,13.6 W,0 W
2024-11-26 14:06:00,0 W,0 W,0 W,2.64 W,0 W,13.4 W,13.6 W,0 W
2024-11-26 14:11:00,0 W,0 W,0 W,2.74 W,0 W,13.5 W,13.6 W,0 W
2024-11-26 14:16:00,0 W,0 W,0 W,2.74 W,0 W,13.5 W,13.7 W,0 W
2024-11-26 14:21:00,0 W,0 W,0 W,2.66 W,0 W,13.5 W,13.6 W,0 W
2024-11-26 14:26:00,0 W,0 W,0 W,2.82 W,0 W,105 W,13.6 W,0 W
2024-11-26 14:31:00,0 W,0 W,0 W,2.76 W,0 W,87.2 W,13.6 W,0 W
2024-11-26 14:36:00,0 W,0 W,0 W,2.78 W,0 W,116 W,13.6 W,0 W
2024-11-26 14:41:00,0 W,0 W,0 W,2.66 W,0 W,109 W,13.6 W,0 W
2024-11-26 14:46:00,0 W,0 W,0 W,2.66 W,0 W,107 W,13.6 W,0 W
2024-11-26 14:51:00,0 W,0 W,0 W,2.74 W,0 W,104 W,13.6 W,0 W
2024-11-26 14:56:00,0 W,0 W,0 W,2.66 W,0 W,104 W,13.6 W,0 W
2024-11-26 15:01:00,0 W,0 W,0 W,2.72 W,0 W,103 W,13.6 W,0 W
2024-11-26 15:06:00,0 W,0 W,0 W,2.74 W,0 W,101 W,13.6 W,0 W
2024-11-26 15:11:00,0 W,0 W,0 W,2.78 W,0 W,100 W,13.6 W,0 W
2024-11-26 15:16:00,0 W,0 W,0 W,2.78 W,0 W,94.8 W,13.6 W,0 W
2024-11-26 15:21:00,0 W,0 W,0 W,2.68 W,0 W,90.7 W,13.6 W,0 W
2024-11-26 15:26:00,0 W,0 W,0 W,2.76 W,0 W,63.2 W,13.6 W,0 W
2024-11-26 15:31:00,0 W,0 W,0 W,2.78 W,0 W,33.9 W,13.4 W,0 W
2024-11-26 15:36:00,0 W,0 W,0 W,2.78 W,0 W,33.0 W,13.4 W,0 W
2024-11-26 15:41:00,0 W,0 W,0 W,2.76 W,0 W,31.1 W,13.3 W,0 W
2024-11-26 15:46:00,0 W,0 W,0 W,2.76 W,0 W,29.2 W,5.71 W,0 W
2024-11-26 15:51:00,0 W,0 W,0 W,2.82 W,0 W,33.7 W,0 W,0 W
2024-11-26 15:56:00,0 W,0 W,0 W,2.68 W,0 W,11.9 W,0 W,0 W
2024-11-26 16:26:00,0 W,0 W,0 W,2.68 W,0 W,0 W,0 W,0 W
2024-11-26 16:31:00,0 W,0 W,0 W,2.68 W,0 W,0 W,0 W,0 W
2024-11-26 16:36:00,0 W,0 W,0 W,2.74 W,0 W,0 W,0 W,0 W
2024-11-26 16:41:00,0 W,0 W,0 W,2.68 W,0 W,0 W,0 W,0 W
2024-11-26 16:46:00,0 W,0 W,0 W,2.68 W,0 W,0 W,0 W,0 W
2024-11-26 16:51:00,0 W,0 W,0 W,2.70 W,0 W,0 W,0 W,0 W
2024-11-26 16:56:00,0 W,0 W,0 W,2.66 W,0 W,0 W,0 W,0 W
2024-11-26 17:01:00,0 W,0 W,0 W,2.82 W,0 W,0 W,0 W,0 W
2024-11-26 17:06:00,0 W,0 W,0 W,2.70 W,0 W,0 W,0 W,0 W
2024-11-26 17:11:00,0 W,0 W,0 W,2.70 W,0 W,0 W,0 W,0 W
2024-11-26 17:16:00,0 W,0 W,0 W,2.78 W,0 W,0 W,0 W,0 W
2024-11-26 17:21:00,0 W,0 W,0 W,2.82 W,0 W,0 W,0 W,0 W
2024-11-26 17:26:00,0 W,0 W,0 W,2.86 W,0 W,0 W,0 W,0 W
2024-11-26 17:31:00,0 W,0 W,0 W,2.78 W,0 W,0 W,0 W,0 W
2024-11-26 17:36:00,0 W,0 W,0 W,2.76 W,0 W,0 W,0 W,0 W
2024-11-26 17:41:00,0 W,0 W,0 W,2.78 W,0 W,0 W,0 W,0 W
2024-11-26 17:46:00,0 W,0 W,0 W,2.82 W,0 W,0 W,0 W,0 W
2024-11-26 17:51:00,0 W,0 W,0 W,2.74 W,0 W,0 W,0 W,0 W
2024-11-26 17:56:00,0 W,0 W,0 W,2.84 W,0 W,0 W,0 W,0 W
2024-11-26 18:01:00,0 W,0 W,0 W,2.80 W,0 W,0 W,0 W,0 W
2024-11-26 18:06:00,0 W,0 W,0 W,2.76 W,0 W,0 W,0 W,0 W
2024-11-26 18:11:00,0 W,0 W,0 W,2.80 W,0 W,0 W,0 W,0 W
2024-11-26 18:16:00,0 W,0 W,0 W,2.70 W,0 W,0 W,0 W,0 W
2024-11-26 18:21:00,0 W,0 W,0 W,2.70 W,0 W,0 W,0 W,0 W
2024-11-26 18:26:00,0 W,0 W,0 W,2.72 W,0 W,0 W,0 W,0 W
2024-11-26 18:31:00,0 W,0 W,0 W,2.82 W,0 W,0 W,0 W,0 W
2024-11-26 18:36:00,0 W,0 W,0 W,2.78 W,0 W,0 W,0 W,0 W
2024-11-26 18:41:00,0 W,0 W,0 W,2.74 W,0 W,0 W,0 W,0 W
2024-11-26 18:46:00,0 W,0 W,0 W,883 mW,0 W,0 W,0 W,0 W
2024-11-26 18:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 18:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 19:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 20:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 21:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:11:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:16:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:21:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:26:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:31:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:36:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:41:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:46:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:51:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 22:56:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 23:01:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
2024-11-26 23:06:00,0 W,0 W,0 W,0 W,0 W,0 W,0 W,0 W
